number_of_room,neighbourhood,material_quality,age,distance,number_of_bathroom,area,balcony,thermal_insulation_point,air_quality,price
2,Very High,A,27.21,697.0,1,76.0,yes,87.8,33.7,498.7
4,Very High,B,5.11,620.0,1,130.0,yes,83.8,22.5,882.7
3,Very High,B,32.06,669.0,1,122.0,,81.6,35.3,574.5
4,High,A,9.27,633.0,2,180.0,yes,64.8,39.9,746.2
2,Moderate,,20.59,663.0,1,142.0,yes,72.7,18.6,534.2
4,Very High,A,8.67,397.0,1,177.0,yes,70.8,19.1,538.4
1,,A,5.81,462.0,1,62.0,yes,82.3,17.6,990.3
2,Moderate,A,26.31,571.0,1,61.0,yes,86.1,60.5,510.2
4,Moderate,A,2.31,515.0,1,171.0,yes,88.4,20.5,1011.2
3,Very Low,A,28.93,613.0,1,110.0,yes,85.5,22.6,444.2
4,High,B,9.98,647.0,2,128.0,no,26.8,36.2,597.7
3,High,C,21.08,619.0,1,96.0,yes,76.5,30.2,636.4
2,Moderate,B,20.51,647.0,1,114.0,yes,88.3,34.7,524.8
2,Moderate,B,13.83,657.0,1,117.0,yes,83.1,29.6,548.9
4,Very High,B,2.66,646.0,2,145.0,no,87.9,23.6,884.1
3,Moderate,C,29.33,680.0,1,85.0,yes,87.9,26.5,425.9
4,High,B,1.01,647.0,2,150.0,yes,89.9,28.6,815.7
4,Very High,A,7.5,560.0,2,134.0,,77.1,21.0,995.2
3,Moderate,B,24.75,574.0,1,119.0,yes,85.8,20.4,698.8
4,Very High,A,2.64,669.0,2,144.0,yes,87.9,33.4,813.0
3,Moderate,B,22.65,555.0,1,114.0,no,87.0,22.8,737.4
4,High,B,1.06,237.0,2,129.0,yes,89.9,22.7,425.0
3,Moderate,C,17.2,696.0,1,101.0,yes,78.4,23.9,466.3
4,High,B,4.51,482.0,2,190.0,yes,85.0,24.7,1150.7
3,Moderate,C,29.13,591.0,1,125.0,yes,57.6,28.4,570.4
4,Moderate,D,9.12,602.0,1,140.0,no,66.7,24.0,724.6
4,Very High,A,7.83,619.0,2,180.0,,75.7,32.7,892.9
4,High,B,4.33,655.0,2,166.0,yes,85.3,20.4,811.2
3,Low,B,10.51,609.0,1,117.0,yes,85.1,22.9,629.5
1,High,B,9.56,611.0,1,37.0,yes,59.7,36.6,565.1
1,Very High,B,1.9,597.0,1,66.0,yes,88.9,27.3,817.3
4,Very High,C,8.05,552.0,2,177.0,no,74.7,16.1,1058.9
2,Moderate,C,26.71,694.0,1,100.0,,66.0,30.9,353.1
4,Very High,,4.36,597.0,2,168.0,yes,85.3,23.8,985.1
3,High,B,29.77,688.0,1,124.0,yes,81.6,33.0,488.2
3,Moderate,C,21.22,685.0,1,148.0,yes,88.9,32.9,508.8
4,Very High,D,6.42,686.0,1,168.0,yes,80.7,27.7,767.9
3,Very High,C,14.55,680.0,1,85.0,yes,89.6,52.7,581.9
1,High,A,9.11,626.0,1,60.0,no,66.9,24.2,610.0
4,High,B,0.37,631.0,2,114.0,no,90.6,24.4,826.4
1,Very High,A,3.41,649.0,1,65.0,yes,86.8,26.5,707.2
3,Moderate,B,14.43,680.0,1,101.0,no,84.9,37.2,489.0
4,High,A,7.88,609.0,2,167.0,no,75.5,32.5,827.8
3,Moderate,B,27.55,632.0,1,146.0,yes,86.1,41.5,543.8
4,High,C,3.79,675.0,2,173.0,yes,86.2,18.5,790.1
1,Very High,A,8.83,654.0,1,51.0,yes,69.6,23.6,627.3
2,Moderate,B,20.71,600.0,1,142.0,no,81.0,25.4,651.5
4,High,B,5.42,655.0,1,182.0,yes,83.2,26.5,783.5
4,High,B,5.4,670.0,2,183.0,yes,83.2,19.9,791.0
3,Very High,A,26.97,562.0,1,92.0,yes,84.6,23.9,812.5
2,Moderate,B,16.7,628.0,1,106.0,,88.7,21.5,610.3
1,High,C,5.74,572.0,1,44.0,yes,82.5,23.2,749.0
4,Very High,A,1.72,707.0,2,117.0,yes,89.1,27.3,737.7
2,Moderate,A,13.3,450.0,1,97.0,yes,87.0,53.0,869.8
4,Very High,B,5.73,680.0,1,167.0,,82.5,65.6,683.4
3,Moderate,C,41.37,496.0,1,144.0,yes,77.7,20.1,765.2
3,Very High,C,15.17,569.0,1,136.0,,75.9,35.0,860.8
2,Very Low,C,27.29,687.0,1,63.0,no,90.1,39.0,210.5
3,Very High,B,29.74,619.0,1,141.0,no,87.1,32.8,719.0
4,High,B,4.77,685.0,2,138.0,yes,84.5,41.3,665.8
3,Moderate,A,22.06,607.0,1,121.0,no,77.2,30.4,608.7
3,High,B,24.13,675.0,1,94.0,no,54.0,26.1,477.3
2,Low,C,24.96,496.0,1,88.0,yes,87.6,15.8,739.9
4,High,B,9.85,652.0,2,187.0,yes,49.2,41.2,679.2
4,High,C,6.72,430.0,2,127.0,yes,79.9,28.6,1153.6
2,Moderate,C,34.76,580.0,1,149.0,yes,83.3,18.4,642.7
4,High,A,1.33,578.0,2,146.0,yes,89.6,23.8,953.4
4,Very High,C,0.28,672.0,1,177.0,,90.7,24.9,864.8
3,Moderate,A,22.26,214.0,1,137.0,yes,77.0,30.4,432.3
4,High,B,6.88,368.0,2,160.0,no,79.4,49.5,1246.1
4,Very High,A,7.83,498.0,2,175.0,no,75.7,22.7,1144.8
4,Very High,A,4.32,686.0,2,130.0,yes,85.3,19.9,788.7
4,High,B,4.03,639.0,2,126.0,yes,85.8,32.4,771.9
1,High,B,6.56,661.0,1,45.0,no,80.3,25.1,566.9
2,Low,B,26.45,669.0,1,120.0,yes,90.5,49.1,350.9
4,High,B,1.69,681.0,2,143.0,yes,89.1,30.6,733.4
4,Very High,A,5.37,598.0,2,155.0,no,83.3,20.0,970.9
2,Low,A,34.67,658.0,1,67.0,no,79.8,32.8,296.2
3,Low,B,15.76,661.0,1,142.0,yes,72.6,24.1,498.6
2,Very High,B,14.38,671.0,1,121.0,yes,86.1,20.9,694.8
4,Very High,C,3.2,577.0,2,186.0,yes,87.1,30.4,1033.2
3,Moderate,C,23.81,422.0,1,80.0,yes,88.5,27.4,940.3
4,Moderate,C,4.79,633.0,2,136.0,yes,84.5,46.7,676.9
3,Moderate,C,21.63,706.0,1,135.0,yes,43.1,28.1,375.0
2,High,B,29.96,652.0,1,116.0,yes,82.6,25.4,550.0
4,Very High,C,8.47,614.0,2,189.0,,72.2,30.4,907.1
4,High,B,2.33,660.0,2,165.0,yes,88.4,31.6,787.7
2,Moderate,B,29.19,647.0,1,68.0,yes,85.3,29.2,439.9
3,Moderate,C,23.24,677.0,1,92.0,yes,79.5,28.0,451.3
2,Moderate,B,28.36,581.0,1,150.0,no,88.9,25.0,670.4
4,Very High,C,8.25,657.0,2,182.0,yes,73.6,31.6,819.2
2,Low,C,21.91,495.0,1,143.0,yes,81.4,67.1,662.6
4,Very High,C,6.44,632.0,2,114.0,,80.7,25.9,838.2
2,Low,C,41.42,642.0,1,88.0,no,89.5,33.6,327.7
3,Moderate,B,31.8,686.0,1,135.0,yes,57.3,20.7,405.4
2,Moderate,B,22.88,689.0,1,70.0,no,90.7,24.3,420.8
4,Very High,B,0.12,616.0,1,141.0,yes,90.9,21.2,946.5
4,Very High,B,0.45,664.0,2,168.0,yes,90.5,21.4,896.1
4,Very High,B,5.0,667.0,2,135.0,yes,84.1,28.7,799.9
3,Moderate,C,41.73,621.0,1,81.0,yes,84.7,17.2,484.5
2,Moderate,C,25.06,679.0,1,100.0,yes,64.9,31.2,387.6
3,Moderate,B,30.0,661.0,1,93.0,yes,87.0,39.3,430.0
1,High,A,2.94,657.0,1,48.0,yes,87.5,24.2,614.2
3,Low,B,17.98,662.0,1,90.0,yes,80.5,23.3,450.4
1,Very High,A,4.89,622.0,1,47.0,yes,84.3,31.2,714.7
4,High,C,6.79,565.0,2,177.0,no,79.6,36.9,923.7
4,High,B,6.41,689.0,2,157.0,yes,80.8,33.4,682.1
4,Moderate,A,7.04,689.0,1,141.0,yes,78.8,31.6,575.5
3,Moderate,A,16.07,545.0,1,120.0,yes,80.8,16.8,802.4
1,Very High,B,0.06,564.0,1,74.0,,90.9,25.6,906.8
2,Moderate,B,35.87,690.0,1,88.0,no,86.2,39.4,315.7
4,Very High,B,3.77,555.0,2,175.0,yes,86.3,23.1,1079.0
1,High,A,6.68,690.0,1,51.0,yes,80.0,23.0,522.2
2,Low,B,21.06,605.0,1,99.0,yes,75.1,23.9,518.3
1,High,B,7.86,300.0,1,49.0,no,75.6,28.6,1230.8
3,High,C,17.12,683.0,1,80.0,yes,75.4,28.8,522.2
3,Very High,B,18.5,641.0,1,93.0,yes,72.5,26.3,679.3
1,High,B,3.59,265.0,1,45.0,yes,86.6,59.7,1254.8
1,Very High,A,9.95,714.0,1,52.0,yes,37.6,45.8,384.2
2,Moderate,D,29.62,589.0,1,61.0,yes,90.6,21.0,573.5
3,Moderate,B,20.38,631.0,1,105.0,no,76.3,25.3,568.3
3,Very High,C,17.02,482.0,1,86.0,yes,83.9,30.1,995.1
2,Low,A,5.45,688.0,1,71.0,yes,85.9,19.9,450.9
1,Very High,B,6.45,481.0,1,60.0,yes,80.7,19.8,1010.6
4,High,A,2.96,596.0,2,147.0,yes,87.5,25.9,901.4
4,Very High,B,8.09,679.0,2,148.0,,74.5,31.8,745.5
2,Low,D,17.74,677.0,1,63.0,yes,49.3,24.7,310.0
4,Very High,B,2.85,519.0,2,154.0,no,87.6,50.8,1059.3
2,High,A,24.9,656.0,1,62.0,yes,90.0,69.0,413.4
3,High,A,19.75,688.0,1,96.0,,87.1,49.3,482.3
3,Moderate,B,18.81,681.0,1,128.0,no,84.2,31.1,505.1
4,Very High,A,1.72,613.0,2,188.0,,89.1,20.6,1005.4
2,Very Low,A,37.98,695.0,1,129.0,yes,84.9,38.7,192.9
4,High,C,3.19,663.0,2,124.0,yes,87.2,28.1,743.3
2,Moderate,B,27.49,631.0,1,104.0,yes,73.7,20.3,516.5
2,Moderate,B,19.68,603.0,1,95.0,,79.6,25.3,602.0
1,Very High,C,3.33,655.0,1,59.0,yes,86.9,35.8,665.3
2,High,A,27.02,505.0,1,115.0,yes,89.6,22.3,866.9
1,High,D,3.87,560.0,1,56.0,yes,86.1,36.0,766.7
4,High,B,9.9,682.0,2,127.0,yes,44.5,24.5,597.6
1,High,C,0.55,658.0,1,66.0,yes,90.4,25.5,645.7
4,High,B,0.68,665.0,2,178.0,yes,90.3,28.2,813.2
3,Very Low,C,16.49,639.0,1,124.0,yes,88.0,29.2,464.4
1,Very High,D,1.27,511.0,1,43.0,yes,89.6,26.5,964.8
3,Moderate,B,27.56,594.0,1,69.0,yes,82.2,20.3,588.4
3,Low,D,34.29,652.0,1,121.0,yes,81.7,22.8,414.4
3,Very High,B,21.68,696.0,1,91.0,yes,71.9,24.6,558.7
3,Very High,B,32.3,684.0,1,148.0,no,90.1,23.1,620.6
2,Moderate,B,20.14,667.0,1,63.0,yes,73.5,25.6,432.8
2,Moderate,B,13.92,684.0,1,68.0,yes,82.4,40.1,418.4
3,High,A,21.03,649.0,1,81.0,yes,78.1,48.1,519.6
3,Very High,B,21.61,518.0,1,130.0,,78.4,42.2,901.8
4,Moderate,B,2.98,401.0,2,120.0,,87.5,28.5,1166.8
1,Very High,C,6.8,666.0,1,52.0,yes,,56.1,548.9
2,Low,C,29.04,425.0,1,124.0,yes,90.6,47.6,808.5
3,Moderate,B,23.86,694.0,1,115.0,yes,84.7,35.8,427.9
4,High,B,4.34,680.0,2,112.0,yes,85.3,30.6,682.1
3,High,B,18.1,694.0,1,93.0,no,80.7,38.3,493.8
3,Moderate,A,19.92,617.0,1,117.0,yes,79.6,20.5,629.0
4,Very High,A,5.42,686.0,1,138.0,yes,83.2,19.7,770.0
1,Very High,B,2.8,597.0,1,39.0,yes,87.7,26.8,784.3
1,High,B,1.47,692.0,1,65.0,yes,89.4,30.1,560.6
2,Moderate,D,22.7,699.0,1,61.0,no,60.9,52.8,257.3
3,Very High,B,26.31,517.0,1,116.0,yes,74.1,37.3,868.5
2,Moderate,B,15.49,660.0,1,85.0,no,82.1,15.0,539.5
3,Moderate,B,18.11,663.0,1,96.0,,86.7,24.6,533.7
3,Low,A,22.02,592.0,1,66.0,yes,85.8,38.2,507.6
3,Low,B,15.98,640.0,1,80.0,yes,89.9,43.9,456.4
2,Very High,B,30.21,606.0,1,66.0,yes,79.3,17.7,671.3
4,Moderate,B,1.85,670.0,1,134.0,no,88.9,43.0,622.5
3,High,B,22.67,594.0,1,115.0,yes,87.5,26.9,725.1
1,Very High,D,3.41,648.0,1,54.0,yes,86.8,32.2,682.7
4,Very High,C,7.32,489.0,2,162.0,yes,77.8,39.3,1111.1
4,Very High,B,2.33,673.0,2,123.0,yes,88.3,29.6,797.2
2,Low,B,14.71,470.0,1,143.0,yes,58.0,27.4,810.1
3,Very High,B,16.67,601.0,1,82.0,no,79.2,23.8,774.6
1,Very High,A,8.0,663.0,1,75.0,yes,74.9,47.3,585.4
2,High,B,30.29,562.0,1,111.0,yes,75.2,22.5,707.3
4,High,A,3.07,650.0,1,146.0,yes,87.3,28.7,772.2
3,Moderate,B,19.01,679.0,1,138.0,yes,82.1,33.5,507.1
3,High,B,15.62,402.0,1,115.0,,74.5,22.8,1113.7
2,Low,A,27.02,683.0,1,66.0,yes,67.0,52.9,209.9
2,Low,D,29.97,621.0,1,119.0,yes,86.1,28.1,469.6
1,High,C,7.35,682.0,1,57.0,yes,77.7,21.1,540.2
1,High,C,1.64,693.0,1,54.0,yes,89.2,68.8,441.9
4,Very High,B,3.86,685.0,2,177.0,yes,86.1,27.6,821.0
3,High,C,10.84,629.0,1,110.0,no,81.0,15.9,735.4
1,Very High,A,5.75,680.0,1,67.0,yes,82.4,21.7,641.6
1,Very High,C,3.2,618.0,1,44.0,yes,87.1,23.5,755.0
4,High,,3.21,685.0,2,157.0,yes,87.1,45.3,687.7
4,High,C,1.49,691.0,2,138.0,,89.4,22.8,732.1
2,Moderate,B,23.79,532.0,1,79.0,yes,90.3,25.6,718.8
4,Very High,C,6.19,502.0,1,181.0,no,81.3,17.7,1160.0
3,Moderate,C,34.42,673.0,1,123.0,no,89.8,36.0,427.4
3,Moderate,A,37.46,586.0,1,120.0,yes,82.9,21.6,598.1
1,Very High,B,8.69,431.0,1,61.0,yes,70.7,39.4,1021.3
1,High,D,8.98,685.0,1,61.0,,68.2,48.4,436.8
2,Low,B,29.73,659.0,1,136.0,no,85.3,28.4,413.3
2,Low,,26.96,672.0,1,135.0,,90.6,29.8,409.7
3,Moderate,B,13.99,554.0,1,84.0,yes,88.2,30.0,739.9
3,Moderate,B,27.43,616.0,1,119.0,no,71.3,21.8,571.5
3,Very Low,B,18.76,619.0,1,109.0,no,69.6,21.0,460.2
2,Moderate,A,20.0,578.0,1,67.0,no,78.3,32.4,597.9
4,High,C,4.12,673.0,2,177.0,yes,85.7,37.0,745.1
3,Very Low,B,27.23,590.0,1,104.0,no,59.3,23.9,435.3
4,Very High,B,0.61,440.0,1,164.0,yes,90.4,24.3,1291.8
2,Low,B,17.23,473.0,1,101.0,yes,76.3,50.4,723.1
2,High,B,19.37,564.0,1,64.0,no,86.5,19.9,746.1
4,Moderate,C,7.42,612.0,2,144.0,yes,77.4,59.5,661.5
1,Very High,D,7.01,483.0,1,35.0,no,78.9,50.8,891.4
4,Very High,B,7.11,696.0,2,150.0,,78.6,29.0,736.4
2,Moderate,C,35.38,707.0,1,135.0,yes,87.2,25.8,371.9
4,Very High,C,8.36,671.0,2,147.0,yes,72.9,27.7,766.1
3,Low,B,27.2,665.0,1,97.0,yes,80.0,45.4,340.3
4,High,D,8.29,667.0,2,162.0,,73.4,35.8,697.2
2,Moderate,A,10.73,654.0,1,117.0,yes,85.7,62.7,487.5
4,High,A,1.5,661.0,2,119.0,,89.4,24.4,765.8
2,Low,C,16.91,418.0,1,128.0,yes,82.0,37.2,903.4
3,Low,B,13.85,665.0,1,126.0,no,88.8,23.8,518.7
2,Very High,C,24.03,599.0,1,83.0,yes,80.9,38.6,682.3
1,Very High,C,7.01,691.0,1,46.0,yes,78.9,23.4,581.2
4,Very High,A,2.8,603.0,2,170.0,yes,87.7,21.8,994.4
1,Very High,C,2.81,700.0,1,60.0,yes,87.7,33.1,592.6
1,Very High,B,1.98,691.0,1,61.0,no,88.8,83.4,481.6
4,Very High,B,1.08,703.0,2,146.0,yes,89.9,35.0,758.7
4,High,B,3.48,684.0,2,131.0,,86.7,24.3,718.1
1,Very High,C,8.94,385.0,1,52.0,yes,68.6,23.7,1136.5
2,Very Low,A,14.46,448.0,1,75.0,,56.2,16.1,741.2
3,Moderate,B,21.18,621.0,1,103.0,yes,77.2,28.4,574.3
1,High,C,3.65,587.0,1,42.0,yes,86.5,23.3,737.7
3,Moderate,C,22.4,348.0,1,66.0,yes,74.4,43.7,1002.4
4,High,C,3.18,585.0,2,158.0,no,87.2,26.3,930.4
4,Very High,A,6.36,693.0,2,117.0,yes,80.9,22.0,736.7
3,Low,B,25.5,655.0,1,97.0,yes,82.7,17.6,449.1
1,Very High,B,0.38,674.0,1,41.0,,90.6,39.6,624.6
3,High,C,22.94,434.0,1,73.0,,78.6,42.4,926.0
4,High,B,8.23,661.0,2,159.0,yes,73.7,42.8,687.7
4,Very High,A,1.15,649.0,1,150.0,yes,89.8,23.1,879.8
3,Moderate,D,23.6,421.0,1,70.0,yes,70.5,25.6,902.2
3,Very Low,A,21.75,686.0,1,80.0,no,87.9,43.7,262.8
4,High,D,3.46,485.0,2,190.0,yes,86.8,26.3,1150.1
1,High,C,0.33,676.0,1,46.0,yes,90.7,25.6,593.1
1,High,C,1.1,619.0,1,64.0,yes,89.8,21.4,724.7
3,Moderate,B,16.02,591.0,1,111.0,yes,90.9,19.4,719.4
3,Moderate,A,28.36,646.0,1,105.0,no,81.8,62.8,405.7
4,Very High,C,5.17,691.0,2,139.0,yes,83.7,30.4,752.0
2,Moderate,C,22.4,635.0,1,109.0,yes,90.8,43.5,513.4
3,Moderate,C,16.74,672.0,1,107.0,,81.4,22.9,529.1
3,Moderate,A,12.9,740.0,1,122.0,,88.5,23.9,447.5
4,Very High,C,2.95,494.0,2,144.0,no,87.5,33.5,1142.7
1,Very High,C,7.46,482.0,1,61.0,yes,77.3,33.4,960.6
3,Moderate,C,22.85,670.0,1,94.0,yes,77.6,21.7,481.9
4,Very High,C,3.46,703.0,2,163.0,yes,86.8,20.8,794.7
1,High,C,3.2,563.0,1,41.0,yes,87.1,22.7,787.6
2,Moderate,B,29.01,470.0,1,92.0,yes,76.6,26.7,790.6
2,Very High,A,23.45,670.0,1,67.0,yes,89.3,27.0,582.7
3,Very High,B,13.15,692.0,1,88.0,yes,51.9,20.4,581.6
3,Moderate,A,18.76,646.0,1,65.0,yes,,22.0,540.0
3,High,,14.58,631.0,1,93.0,yes,85.5,26.7,673.8
4,Very High,B,6.87,401.0,2,114.0,,79.4,29.4,1262.7
3,Low,A,19.42,670.0,1,75.0,yes,65.7,35.1,350.8
2,Moderate,B,27.33,578.0,1,105.0,yes,80.9,22.4,627.8
4,Very High,A,5.04,697.0,2,169.0,yes,84.0,39.8,746.5
3,High,C,22.81,634.0,1,128.0,,88.0,25.8,665.3
2,Moderate,C,21.07,691.0,1,149.0,yes,90.3,34.0,479.0
2,Moderate,A,17.81,365.0,1,103.0,yes,87.8,39.2,1051.3
4,Very High,D,9.31,590.0,2,189.0,yes,64.3,25.7,945.0
4,Very High,B,9.97,699.0,2,180.0,yes,34.2,30.4,652.4
3,Moderate,B,18.58,554.0,1,83.0,yes,82.1,36.6,683.6
2,Low,A,22.42,660.0,1,101.0,yes,84.8,40.3,383.5
3,Very High,B,8.34,521.0,1,109.0,yes,71.6,21.7,989.8
4,Very High,C,6.34,635.0,2,121.0,yes,81.0,30.1,829.4
2,Moderate,C,18.39,661.0,1,66.0,no,83.9,28.0,471.2
2,Moderate,A,7.69,603.0,1,135.0,yes,88.8,33.1,705.2
2,Very Low,A,28.32,658.0,1,148.0,,86.5,24.9,375.8
3,Moderate,B,13.81,676.0,1,149.0,yes,90.3,21.6,600.9
1,Very High,B,6.51,658.0,1,52.0,yes,80.5,24.3,653.4
2,Moderate,A,27.43,637.0,1,138.0,yes,79.5,27.5,531.6
1,Very High,B,0.88,600.0,1,44.0,yes,90.1,21.6,813.0
3,High,C,10.47,465.0,1,148.0,yes,87.5,43.7,1024.9
2,Very Low,C,32.94,615.0,1,84.0,yes,81.3,34.3,332.3
2,High,B,26.58,618.0,1,94.0,no,87.0,49.7,554.4
2,Low,C,22.88,650.0,1,137.0,yes,84.3,28.6,466.5
3,High,B,19.25,536.0,1,76.0,yes,87.8,41.0,777.6
3,High,B,19.47,679.0,1,127.0,yes,78.5,36.6,549.0
3,Moderate,A,19.22,469.0,1,119.0,yes,79.5,15.6,929.1
1,High,B,5.68,641.0,1,43.0,yes,82.6,22.3,619.9
1,High,D,5.92,596.0,1,49.0,yes,82.0,23.1,706.7
2,Moderate,B,27.79,636.0,1,78.0,yes,75.6,51.9,397.8
3,Moderate,B,25.51,623.0,1,131.0,no,82.9,30.2,581.3
4,High,B,4.45,389.0,2,121.0,yes,85.1,49.7,1191.4
1,High,A,0.91,668.0,1,38.0,no,90.0,30.9,581.4
4,Very High,C,0.79,601.0,2,114.0,,90.2,19.5,964.5
2,Moderate,B,27.93,660.0,1,125.0,yes,71.0,23.7,465.4
3,Moderate,B,18.31,633.0,1,117.0,,87.2,47.7,549.2
4,Very High,B,3.04,658.0,2,115.0,yes,87.4,18.2,842.7
4,High,B,0.79,684.0,2,120.0,yes,90.2,46.9,667.8
2,Very Low,A,19.67,529.0,1,92.0,yes,90.9,19.9,634.8
4,High,C,1.21,704.0,2,182.0,yes,89.7,37.5,713.9
1,High,A,4.07,550.0,1,37.0,no,85.8,33.2,772.6
3,Moderate,C,10.28,660.0,1,98.0,yes,82.0,43.8,523.2
4,Very High,C,4.24,709.0,1,190.0,yes,85.5,20.3,787.8
4,Very High,C,1.72,529.0,2,164.0,yes,89.1,41.8,1083.8
3,Moderate,B,8.29,226.0,1,107.0,no,85.4,33.9,515.0
2,Moderate,B,22.59,628.0,1,81.0,,83.4,23.3,537.4
3,Low,A,17.06,646.0,1,106.0,no,85.9,33.7,484.6
3,High,C,22.18,666.0,1,121.0,yes,74.6,40.7,533.9
4,Moderate,B,5.75,235.0,2,150.0,yes,82.4,32.6,452.7
2,Moderate,B,20.26,694.0,1,134.0,yes,83.7,49.5,407.7
4,Very High,B,8.12,565.0,2,114.0,no,74.3,31.5,928.4
4,Moderate,A,6.46,616.0,2,153.0,yes,80.6,22.5,774.5
2,Very Low,B,19.22,530.0,1,91.0,yes,77.1,43.9,542.0
4,High,A,9.54,501.0,2,140.0,no,60.3,31.6,968.9
4,Very High,C,4.38,573.0,2,114.0,yes,85.2,20.7,984.7
3,High,B,20.89,646.0,1,94.0,,75.1,46.9,536.3
2,Low,A,7.33,711.0,1,65.0,yes,89.5,25.5,382.9
3,Moderate,B,19.25,684.0,1,85.0,yes,72.7,27.4,440.9
3,Moderate,A,23.1,527.0,1,77.0,,89.7,31.1,734.1
3,Moderate,B,20.76,564.0,1,72.0,yes,75.1,34.5,633.3
3,Low,C,23.17,676.0,1,114.0,yes,89.1,22.0,440.0
4,Very High,A,2.21,681.0,2,138.0,yes,88.5,24.3,812.3
2,Low,C,6.65,644.0,1,73.0,no,88.0,17.8,539.8
4,High,A,6.4,655.0,2,180.0,yes,80.8,47.4,731.9
3,Moderate,A,26.3,655.0,1,124.0,no,74.5,22.8,512.3
1,Very High,C,5.25,626.0,1,63.0,yes,83.6,26.8,731.6
2,Low,B,24.96,696.0,1,87.0,yes,86.1,19.6,345.6
3,Very High,A,24.89,685.0,1,147.0,yes,85.7,28.3,635.6
4,Moderate,B,2.11,697.0,2,114.0,,88.6,27.7,607.5
2,Moderate,B,22.76,534.0,1,85.0,yes,77.3,23.7,705.8
4,Very High,C,7.61,614.0,2,166.0,no,76.7,24.3,914.3
1,High,B,2.04,595.0,1,58.0,no,88.7,27.7,739.9
4,Very High,C,9.57,635.0,2,123.0,yes,59.6,20.7,796.2
2,Low,C,24.57,572.0,1,85.0,no,71.8,21.2,548.4
3,Low,B,27.61,592.0,1,124.0,yes,89.9,33.0,557.0
4,Very High,C,6.82,683.0,2,141.0,yes,79.5,18.7,783.3
2,Low,B,18.5,649.0,1,82.0,yes,88.4,22.7,461.7
3,Very High,D,20.62,642.0,1,104.0,no,90.2,42.2,669.2
1,Very High,A,2.77,675.0,1,54.0,yes,87.8,20.2,669.3
4,High,C,0.32,544.0,2,174.0,yes,90.7,73.1,920.7
3,Moderate,B,24.85,650.0,1,130.0,,74.0,39.4,489.9
3,High,B,12.09,614.0,1,67.0,yes,90.7,36.3,678.3
3,High,B,25.25,458.0,1,135.0,no,88.5,27.4,989.9
4,Very High,C,4.39,689.0,1,141.0,yes,85.2,21.6,771.8
3,Very Low,A,16.22,583.0,1,73.0,yes,85.2,26.6,522.7
3,Moderate,A,17.84,680.0,1,95.0,yes,90.5,25.2,507.8
4,Very High,C,8.1,692.0,2,149.0,yes,74.4,28.9,729.4
3,High,C,16.53,592.0,1,99.0,yes,75.4,24.2,729.7
3,Low,D,22.89,589.0,1,83.0,yes,84.2,29.1,546.8
1,High,C,7.33,443.0,1,39.0,yes,,22.5,972.8
4,Very High,D,0.21,450.0,1,188.0,yes,90.8,22.6,230.7
1,Very High,C,8.36,654.0,1,57.0,yes,72.9,27.2,632.8
3,Very High,B,12.99,706.0,1,79.0,yes,81.8,19.7,608.6
4,Very High,A,8.68,663.0,2,120.0,yes,70.8,24.1,758.1
2,Moderate,C,29.95,692.0,1,82.0,yes,81.3,19.9,381.3
2,Moderate,B,17.43,670.0,1,120.0,yes,89.5,27.6,525.6
2,Very High,A,15.9,678.0,1,114.0,no,69.6,45.4,567.0
1,Very High,B,7.0,607.0,1,41.0,yes,79.0,32.2,712.3
3,Low,D,31.6,670.0,1,75.0,yes,65.6,20.7,322.5
2,Very High,B,21.16,679.0,1,71.0,,62.3,21.7,542.5
1,Very High,B,6.24,631.0,1,38.0,no,81.2,24.5,693.0
4,Very High,B,9.51,613.0,2,120.0,yes,60.9,30.6,811.2
2,Moderate,A,10.39,548.0,1,81.0,yes,88.4,33.2,739.8
3,Moderate,B,21.86,666.0,1,107.0,no,90.3,20.9,535.5
3,Very Low,B,27.06,329.0,1,63.0,yes,86.4,16.1,966.4
3,Moderate,A,31.14,615.0,1,137.0,yes,89.7,24.7,599.9
3,Low,C,28.1,717.0,1,117.0,no,65.5,34.5,257.0
3,High,B,21.28,682.0,1,146.0,yes,89.5,24.7,606.5
4,High,C,9.01,702.0,2,174.0,yes,67.8,39.1,618.7
3,Very High,C,39.04,705.0,1,93.0,,79.6,31.4,445.2
2,Low,A,20.92,688.0,1,134.0,no,80.0,19.6,417.8
2,Very Low,C,10.26,699.0,1,133.0,no,70.3,18.3,367.7
2,Moderate,B,35.01,573.0,1,134.0,yes,77.3,24.9,610.1
3,Very High,C,31.41,684.0,1,135.0,yes,81.6,28.5,580.9
4,High,A,0.71,588.0,2,164.0,no,90.3,27.8,946.4
3,Very High,C,28.38,639.0,1,148.0,yes,79.9,43.7,651.6
4,High,B,5.08,581.0,2,170.0,no,83.9,45.1,882.2
3,High,B,38.3,677.0,1,141.0,yes,88.8,23.5,519.2
2,Moderate,A,28.43,607.0,1,102.0,yes,87.8,27.0,565.0
4,Very High,C,8.76,710.0,2,122.0,yes,70.1,33.5,643.6
1,Very High,C,3.79,642.0,1,37.0,yes,86.2,33.2,671.1
3,Moderate,B,22.21,638.0,1,62.0,yes,78.7,22.9,513.2
2,Very Low,B,24.97,657.0,1,128.0,yes,85.2,22.6,379.7
2,Very High,B,16.66,625.0,1,61.0,yes,90.8,28.2,699.3
